,性別,父牛,母の父,母の祖父,母の祖祖父,日令,体重,価格,年月日
16059,去勢,若百合,諒太郎,平茂晴,牛若丸,280,351,902000,2021-12-10
16060,去勢,秀幸福,隆之国,平茂勝,神高福,308,325,804100,2021-12-10
16061,雌,秋忠平,安福久,金幸,平茂勝,289,277,707300,2021-12-10
16062,去勢,秋忠平,安福久,忠富士,安平,285,321,915200,2021-12-10
16063,去勢,秋忠平,安福久,百合茂,安平,290,372,999900,2021-12-10
16064,去勢,秋忠平,安福久,平茂勝,安平,300,367,1050500,2021-12-10
16065,去勢,秋忠平,安福久,平茂勝,第１花国,276,321,920700,2021-12-10
16066,去勢,秋忠平,安平照,安糸福,勝忠平,285,330,749100,2021-12-10
16067,去勢,秋忠平,安平照,平茂勝,糸福（大）,289,389,881100,2021-12-10
16068,雌,秋忠平,華春福,勝忠平,神高福,308,327,733700,2021-12-10
16069,雌,秋忠平,華春福,百合茂,金幸,281,324,772200,2021-12-10
16070,雌,秋忠平,菊花国,平茂幸,第５隼福,266,298,715000,2021-12-10
16071,雌,秋忠平,幸紀雄,平茂晴,平茂勝,308,341,722700,2021-12-10
16072,去勢,秋忠平,勝忠平,安福久,北国７の８,320,452,915200,2021-12-10
16073,雌,秋忠平,勝平正,福桜（宮）,糸晴（佐）,272,270,661100,2021-12-10
16074,雌,秋忠平,第１花国,紋次郎,第２０平茂,340,257,422400,2021-12-10
16075,雌,秋忠平,天保院斗,照美,菊久美,258,264,618200,2021-12-10
16076,雌,秋忠平,藤平茂,第６栄,紋次郎,296,274,653400,2021-12-10
16077,雌,秋忠平,美国桜,百合茂,安平,291,296,783200,2021-12-10
16078,去勢,秋忠平,美津照重,菊花国,安茂勝,277,328,782100,2021-12-10
16079,去勢,秋忠平,美津照重,勝忠平,糸福（大）,261,297,783200,2021-12-10
16080,雌,秋忠平,美津照重,徳悠翔,百合茂,280,280,729300,2021-12-10
16081,雌,秋忠平,美津照重,百合茂,安平,311,336,732600,2021-12-10
16082,去勢,秋忠平,美津照重,百合茂,平茂晴,285,362,960300,2021-12-10
16083,雌,秋忠平,美穂国,福之国,上福,267,271,583000,2021-12-10
16084,雌,秋忠平,百合茂,安福久,平茂勝,300,360,805200,2021-12-10
16085,雌,秋忠平,百合茂,勝忠平,安福久,304,350,778800,2021-12-10
16086,雌,秋忠平,福栄,勝忠平,安平,263,278,616000,2021-12-10
16087,雌,秋忠平,福之国,福桜（宮）,安平,288,275,712800,2021-12-10
16088,去勢,秋忠平,平茂幸,百合茂,福栄,313,240,644600,2021-12-10
16089,雌,秋忠平,平茂勝,第１花国,菊谷,288,270,525800,2021-12-10
16090,去勢,秋忠平,北国７の８,安福１６５の９,平茂勝,287,314,741400,2021-12-10
16091,去勢,秋忠平,北乃大福,平茂勝,安平,287,384,977900,2021-12-10
16092,雌,秋忠平,隆之国,安福久,安平照,259,252,720500,2021-12-10
16093,雌,秋忠平,隆之国,安福久,安平照,316,295,745800,2021-12-10
16094,雌,勝吾,美国桜,安福久,忠富士,280,288,739200,2021-12-10
16095,雌,勝吾,美国桜,安福久,平茂勝,290,265,671000,2021-12-10
16096,雌,勝吾,隆之国,百合茂,安平,293,293,627000,2021-12-10
16097,雌,勝吾,隆之国,平茂勝,中部６,272,252,575300,2021-12-10
16098,去勢,勝早桜５,安福久,勝忠平,安平,297,353,918500,2021-12-10
16099,去勢,勝早桜５,安福久,第１花国,隆桜,306,341,921800,2021-12-10
16100,雌,勝早桜５,安福久,百合茂,北国７の８,279,251,678700,2021-12-10
16101,雌,勝早桜５,安福久,平茂勝,福桜（宮）,311,321,826100,2021-12-10
16102,雌,勝早桜５,安福久,平茂勝,紋次郎,302,331,828300,2021-12-10
16103,去勢,勝早桜５,安福久,平茂晴,安平,309,323,891000,2021-12-10
16104,去勢,勝早桜５,安福久,平茂晴,第５隼福,260,348,1058200,2021-12-10
16105,雌,勝早桜５,安福久,平茂晴,忠富士,287,328,828300,2021-12-10
16106,雌,勝早桜５,平茂晴,安福久,平茂勝,288,310,773300,2021-12-10
16107,去勢,勝早桜５,平茂晴,勝忠平,安福久,282,317,831600,2021-12-10
16108,雌,勝早桜５,隆之国,安福久,忠富士,319,220,551100,2021-12-10
16109,去勢,勝忠平,安福久,百合茂,福栄,277,331,914100,2021-12-10
16110,雌,勝忠平,百合茂,安福久,第１花国,292,301,903100,2021-12-10
16111,雌,勝茂久,勝忠平,安平,隆桜,286,280,709500,2021-12-10
16112,去勢,勝茂久,平茂勝,安平,糸秀,278,300,702900,2021-12-10
16113,雌,第１花藤,直太郎,安福久,平茂勝,294,300,724900,2021-12-10
16114,去勢,第１花藤,北乃大福,幸紀雄,安福久,271,285,686400,2021-12-10
16115,雌,第１花福,茂勝朗,安福久,北仁,275,288,724900,2021-12-10
16116,雌,知恵久,美津照重,忠富士,福桜（宮）,288,245,630300,2021-12-10
16117,去勢,知恵久,紋次郎,百合茂,菊花国,302,255,557700,2021-12-10
16118,去勢,直太郎,安福久,平茂勝,安平,303,314,1048300,2021-12-10
16119,去勢,直太郎,美津百合,安平照,平茂勝,270,330,729300,2021-12-10
16120,去勢,直太郎,平茂勝,安平,福桜（宮）,302,335,690800,2021-12-10
16121,去勢,直太郎,隆之国,菊安舞鶴,北国７の８,294,284,679800,2021-12-10
16122,雌,奈那美,安平照,紋次郎,糸福（大）,314,317,628100,2021-12-10
16123,去勢,奈那美,忠茂勝,金幸,高栄,305,290,772200,2021-12-10
16124,雌,奈那美,美津照重,北国７の８,安平,305,300,733700,2021-12-10
16125,雌,白鵬紅葉,安福久,勝忠平,安平,293,272,722700,2021-12-10
16126,去勢,白鵬紅葉,徳悠翔,平茂晴,勝忠平,267,298,839300,2021-12-10
16127,雌,白鵬紅葉,百合久,金照,忠富士,293,272,683100,2021-12-10
16128,去勢,白鵬紅葉,百合久,鉄平,菊平福,268,315,874500,2021-12-10
16129,雌,白鵬紅葉,百合白清２,平茂晴,福桜（宮）,281,294,770000,2021-12-10
16130,去勢,美国桜,安福久,金幸,平茂勝,264,354,1026300,2021-12-10
16131,去勢,美国桜,安福久,勝忠平,安平,305,275,779900,2021-12-10
16132,去勢,美国桜,安福久,勝忠平,安平,307,345,848100,2021-12-10
16133,去勢,美国桜,安福久,勝忠平,隆之国,282,346,998800,2021-12-10
16134,雌,美国桜,安福久,忠富士,安平,276,217,739200,2021-12-10
16135,去勢,美国桜,安福久,平茂勝,安平,263,290,784300,2021-12-10
16136,去勢,美国桜,安福久,平茂勝,糸秀,303,315,727100,2021-12-10
16137,雌,美国桜,安福久,平茂晴,百合茂,294,307,1074700,2021-12-10
16138,去勢,美国桜,華春福,百合茂,平茂勝,288,345,847000,2021-12-10
16139,去勢,美国桜,金太郎３,平茂晴,安平,304,327,825000,2021-12-10
16140,雌,美国桜,幸紀雄,安福久,忠富士,292,289,903100,2021-12-10
16141,去勢,美国桜,幸紀雄,美穂国,勝平正,302,318,739200,2021-12-10
16142,去勢,美国桜,勝忠平,安糸福,平茂勝,310,380,854700,2021-12-10
16143,雌,美国桜,勝忠平,安福久,平茂勝,289,300,776600,2021-12-10
16144,去勢,美国桜,勝忠平,安福久,平茂勝,289,301,905300,2021-12-10
16145,去勢,美国桜,勝忠平,安平,糸秀,283,300,738100,2021-12-10
16146,雌,美国桜,勝忠平,福之国,安平,298,251,708400,2021-12-10
16147,去勢,美国桜,忠富士,安平,隆桜,283,346,785400,2021-12-10
16148,雌,美国桜,忠富士,福之国,安平,296,344,1105500,2021-12-10
16149,雌,美国桜,美津照重,安福久,百合茂,270,234,532400,2021-12-10
16150,去勢,美国桜,美津照重,幸紀雄,安福久,281,294,751300,2021-12-10
16151,去勢,美国桜,美津照重,百合茂,美津福,314,253,750200,2021-12-10
16152,雌,美国桜,福之姫,安福久,勝忠平,296,283,840400,2021-12-10
16153,去勢,美国桜,福之姫,安福久,平茂勝,294,281,852500,2021-12-10
16154,去勢,美国桜,諒太郎,安福久,金幸,287,324,858000,2021-12-10
16155,去勢,美国桜,諒太郎,平茂晴,安平照,277,292,792000,2021-12-10
16156,去勢,美津金幸,愛之国,安福久,百合茂,269,286,861300,2021-12-10
16157,雌,美津金幸,耕富士,美穂国,安平,281,299,749100,2021-12-10
16158,雌,美津金幸,勝忠平,安平,糸秀,290,261,624800,2021-12-10
16159,去勢,美津金幸,百合茂,福之国,安平,260,300,776600,2021-12-10
16160,雌,美津金幸,平茂勝,美津福,第２０平茂,282,251,553300,2021-12-10
16161,雌,美津照重,安福久,金幸,平茂勝,282,213,510400,2021-12-10
16162,雌,美津照重,安福久,金幸,平茂勝,293,274,708400,2021-12-10
16163,雌,美津照重,安福久,平茂勝,安平,329,322,1052700,2021-12-10
16164,雌,美津照重,安茂勝,糸福（大）,忠福,248,231,547800,2021-12-10
16165,去勢,美津照重,華春福,安福久,勝忠平,275,266,881100,2021-12-10
16166,雌,美津照重,華春福,安福久,百合茂,287,265,689700,2021-12-10
16167,去勢,美津照重,金太郎３,平茂晴,安福久,292,310,767800,2021-12-10
16168,去勢,美津照重,幸紀雄,安福久,華春福,292,305,869000,2021-12-10
16169,雌,美津照重,幸紀雄,華春福,安福久,296,339,693000,2021-12-10
16170,雌,美津照重,若百合,芳之国,安福久,276,247,674300,2021-12-10
16171,去勢,美津照重,美国桜,華春福,百合茂,299,326,922900,2021-12-10
16172,雌,美津照重,美国桜,百合茂,安福久,287,275,749100,2021-12-10
16173,雌,美津照重,百合白清２,安福久,百合茂,294,252,750200,2021-12-10
16174,去勢,美津照重,百合茂,安糸福,平茂勝,258,243,771100,2021-12-10
16175,雌,美津照重,百合茂,安福久,勝忠平,289,277,688600,2021-12-10
16176,去勢,美津照重,百合茂,安福久,平茂勝,283,300,805200,2021-12-10
16177,去勢,美津照重,百合茂,安平,隆桜,293,304,763400,2021-12-10
16178,去勢,美津照重,百合茂,勝忠平,北国７の８,284,329,812900,2021-12-10
16179,去勢,美津照重,百合茂,美国桜,勝忠平,288,297,834900,2021-12-10
16180,去勢,美津照重,百合茂,平茂勝,神高福,296,325,768900,2021-12-10
16181,去勢,美津照重,平茂晴,安福久,華春福,301,226,672100,2021-12-10
16182,雌,美津照重,平茂晴,安平,隆桜,262,295,751300,2021-12-10
16183,雌,美津照重,平茂晴,勝忠平,神高福,268,227,602800,2021-12-10
16184,去勢,美津照重,隆之国,安福久,平茂晴,292,294,829400,2021-12-10
16185,去勢,美津照重,隆之国,百合茂,金幸,304,275,668800,2021-12-10
16186,去勢,美津照重,隆之国,平茂勝,糸藤（鹿）,308,343,848100,2021-12-10
16187,去勢,美津照重,隆之国,平茂勝,福桜（宮）,303,331,837100,2021-12-10
16188,雌,美津照重,諒太郎,安福久,平茂勝,305,275,751300,2021-12-10
16189,雌,美津照重,諒太郎,安平照,福桜（宮）,299,274,766700,2021-12-10
16190,去勢,美津忠,安福久,平茂勝,紋次郎,283,295,778800,2021-12-10
16191,雌,美津百合,安福久,金幸,平茂勝,297,271,679800,2021-12-10
16192,去勢,美津百合,金太郎３,安福久,百合茂,284,284,887700,2021-12-10
16193,去勢,美津百合,平茂幸,福栄,北国７の８,279,293,724900,2021-12-10
16194,雌,美津福重,安糸福,平茂勝,紋次郎,288,254,605000,2021-12-10
16195,去勢,美津福重,華春福,安福久,金幸,272,336,904200,2021-12-10
16196,雌,美津福重,光星,勝忠平,糸梅,288,320,671000,2021-12-10
16197,去勢,美津福重,幸紀雄,安福久,百合茂,290,317,883300,2021-12-10
16198,雌,美津福重,幸紀雄,安福久,福之国,293,308,771100,2021-12-10
16199,雌,美津福重,幸紀雄,美国桜,百合茂,291,225,541200,2021-12-10
16200,去勢,美津福重,勝忠平,隆桜,安福１６５の９,289,242,657800,2021-12-10
16201,去勢,美津福重,美国桜,勝忠平,上福,270,287,826100,2021-12-10
16202,去勢,美津福重,百合茂,福之国,安平,293,316,853600,2021-12-10
16203,雌,美津福重,福桜（宮）,安平,隆桜,305,337,740300,2021-12-10
16204,雌,美津福重,福之姫,幸紀雄,美国桜,301,284,649000,2021-12-10
16205,雌,美津福重,平茂勝,紋次郎,第２０平茂,281,270,561000,2021-12-10
16206,雌,美津福重,諒太郎,菊花国,安糸福,269,290,687500,2021-12-10
16207,去勢,百合勝安,安福久,勝忠平,安平,288,328,897600,2021-12-10
16208,去勢,百合勝安,安福久,平茂勝,安平,300,291,828300,2021-12-10
16209,雌,百合勝安,安福勝,平茂勝,福桜（宮）,261,254,612700,2021-12-10
16210,去勢,百合勝安,北平安,安福久,金幸,299,328,823900,2021-12-10
16211,去勢,百合勝安,隆之国,安福久,平茂晴,293,278,925100,2021-12-10
16212,去勢,百合白清２,安福久,忠富士,福桜（宮）,282,273,860200,2021-12-10
16213,去勢,百合白清２,安福久,平茂勝,紋次郎,280,257,706200,2021-12-10
16214,雌,百合白清２,美国桜,勝忠平,安福久,293,316,812900,2021-12-10
16215,去勢,百合白清２,美国桜,勝忠平,紋次郎,288,252,740300,2021-12-10
16216,雌,百合白清２,美国桜,白鵬８５の３,安福久,296,282,816200,2021-12-10
16217,去勢,百合白清２,美国桜,美津照重,安茂勝,279,312,984500,2021-12-10
16218,雌,百合白清２,百合茂,安福久,平茂勝,295,286,717200,2021-12-10
16219,雌,百合白清２,隆之国,百合茂,平茂勝,269,258,718300,2021-12-10
16220,雌,百合福茂,北国７の８,糸秀,隆桜,308,346,715000,2021-12-10
16221,去勢,百合未来,隆之国,安福久,勝忠平,273,270,888800,2021-12-10
16222,去勢,百合茂,安福久,忠富士,安平照,277,352,954800,2021-12-10
16223,去勢,百合茂,安福久,平茂晴,安平,277,291,914100,2021-12-10
16224,雌,福増,安福久,勝忠平,紋次郎,295,324,935000,2021-12-10
16225,雌,福増,安福久,平茂勝,糸福（岐）,301,296,809600,2021-12-10
16226,雌,福増,喜亀忠,華春福,忠茂勝,300,351,772200,2021-12-10
16227,雌,福増,菊花国,勝忠平,糸秀,296,296,650100,2021-12-10
16228,去勢,福増,菊福秀,安平照,北国７の８,301,350,847000,2021-12-10
16229,去勢,福増,金幸,安糸福,平茂勝,270,293,881100,2021-12-10
16230,雌,福増,金太郎３,平茂晴,牛若丸,258,292,760100,2021-12-10
16231,雌,福増,晴茂平,金幸,安糸福,284,264,633600,2021-12-10
16232,去勢,福増,千代桜,第２平茂勝,紋次郎,286,295,768900,2021-12-10
16233,去勢,福増,忠富士,福之国,福桜（宮）,295,353,845900,2021-12-10
16234,雌,福増,百合久,平茂晴,福之国,319,252,686400,2021-12-10
16235,去勢,福増,百合茂,安平,隆桜,290,288,772200,2021-12-10
16236,去勢,福増,百合茂,福桜（宮）,安平,309,390,876700,2021-12-10
16237,雌,福増,平茂晴,第５隼福,福桜（宮）,274,242,606100,2021-12-10
16238,去勢,福増,茂重安福（岐）,金幸,平茂勝,289,276,653400,2021-12-10
16239,去勢,福増,隆之国,平茂勝,安平,304,388,938300,2021-12-10
16240,雌,福大勝,秀正実,忠富士,日向国,312,284,675400,2021-12-10
16241,去勢,福大勝,美津照重,百合茂,糸福（鹿）,284,274,693000,2021-12-10
16242,去勢,福之姫,安糸福,平茂勝,紋次郎,307,354,881100,2021-12-10
16243,去勢,福之姫,安福久,金幸,平茂勝,279,321,998800,2021-12-10
16244,去勢,福之姫,安福久,糸福（大）,安福１６５の９,275,317,988900,2021-12-10
16245,雌,福之姫,安福久,糸福（大）,安平,285,303,787600,2021-12-10
16246,雌,福之姫,安福久,勝忠平,安平,291,258,720500,2021-12-10
16247,去勢,福之姫,安福久,勝忠平,第１花国,289,322,990000,2021-12-10
16248,雌,福之姫,安福久,勝忠平,平茂勝,310,342,809600,2021-12-10
16249,雌,福之姫,安福久,忠富士,安平,285,282,1008700,2021-12-10
16250,去勢,福之姫,安福久,忠富士,安平,284,365,1170400,2021-12-10
16251,去勢,福之姫,安福久,忠富士,安平,277,362,1230900,2021-12-10
16252,雌,福之姫,安福久,百合茂,安福久,286,278,778800,2021-12-10
16253,去勢,福之姫,安福久,百合茂,金幸,260,326,1074700,2021-12-10
16254,雌,福之姫,安福久,福桜（宮）,安平,296,327,941600,2021-12-10
16255,去勢,福之姫,安福久,平茂勝,安平,289,282,724900,2021-12-10
16256,去勢,福之姫,安福久,平茂勝,安平,287,360,1240800,2021-12-10
16257,去勢,福之姫,安福久,平茂勝,金幸,257,348,1225400,2021-12-10
16258,去勢,福之姫,安福久,平茂勝,糸秀,270,379,1156100,2021-12-10
16259,雌,福之姫,安福久,平茂勝,糸福（大）,274,262,738100,2021-12-10
16260,雌,福之姫,安福久,平茂勝,福桜（宮）,275,275,882200,2021-12-10
16261,去勢,福之姫,安福久,平茂晴,安平,268,309,1014200,2021-12-10
16262,去勢,福之姫,安福久,平茂晴,金幸,281,290,917400,2021-12-10
16263,去勢,福之姫,安平照,平茂勝,福桜（宮）,295,347,822800,2021-12-10
16264,去勢,福之姫,安茂勝,百合茂,安平,288,361,896500,2021-12-10
16265,雌,福之姫,華春福,安福久,百合茂,313,301,766700,2021-12-10
16266,雌,福之姫,華春福,安福久,平茂勝,306,322,705100,2021-12-10
16267,去勢,福之姫,華春福,喜亀忠,安福久,276,300,936100,2021-12-10
16268,去勢,福之姫,華春福,金幸,平茂勝,243,307,908600,2021-12-10
16269,去勢,福之姫,華春福,勝忠平,安糸福,285,395,904200,2021-12-10
16270,去勢,福之姫,華春福,美国桜,安福久,285,316,946000,2021-12-10
16271,去勢,福之姫,華春福,百合茂,安福久,296,316,871200,2021-12-10
16272,去勢,福之姫,喜亀忠,安福久,平茂勝,286,308,917400,2021-12-10
16273,雌,福之姫,喜亀忠,華春福,安福久,296,285,709500,2021-12-10
16274,去勢,福之姫,喜亀忠,華春福,安福久,287,360,987800,2021-12-10
16275,雌,福之姫,菊花国,福華１,上福,304,315,704000,2021-12-10
16276,去勢,福之姫,久富福,百合茂,糸福（鹿）,280,302,794200,2021-12-10
16277,去勢,福之姫,金太郎３,平茂晴,川幸,303,370,815100,2021-12-10
16278,雌,福之姫,幸紀雄,安福久,勝忠平,304,305,698500,2021-12-10
16279,雌,福之姫,幸紀雄,安福久,第１花国,297,301,814000,2021-12-10
16280,去勢,福之姫,幸紀雄,安福久,忠富士,277,286,891000,2021-12-10
16281,去勢,福之姫,幸紀雄,安福久,忠富士,312,338,921800,2021-12-10
16282,去勢,福之姫,幸紀雄,安福久,平茂勝,296,292,837100,2021-12-10
16283,去勢,福之姫,幸紀雄,安福久,平茂勝,288,365,943800,2021-12-10
16284,去勢,福之姫,幸紀雄,安福久,平茂勝,293,390,1020800,2021-12-10
16285,去勢,福之姫,耕富士,安福久,忠富士,288,371,957000,2021-12-10
16286,雌,福之姫,耕富士,安福久,平茂勝,290,300,939400,2021-12-10
16287,雌,福之姫,耕富士,華春福,安糸福,269,258,718300,2021-12-10
16288,去勢,福之姫,若百合,安福久,第１花国,278,350,1108800,2021-12-10
16289,去勢,福之姫,秀正実,忠富士,安平,297,330,827200,2021-12-10
16290,去勢,福之姫,勝忠平,糸晴（佐）,紋次郎,283,384,954800,2021-12-10
